,Unnamed: 0,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,lyric,debut_date,peak_position,peak_date,weeks_on_chart
39,39,i wish you would,1989 (Deluxe),Taylor Swift,2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035,"It's 2AM in your car Windows down, you pass my street, the memories start You say it's in the past, you drive straight ahead You're thinking that I hate you now 'Cause you still don't know what I never said I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live, and I Wish you were right here, right now, it's all good I wish you would It's 2 AM in my room Headlights pass the window pane I think of you We're a crooked love in a straight line down Makes you want to run and hide But it makes you turn right back around I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live, and I Wish you were right here, right now, it's all good I wish you would I wish we could go back And remember what we were fighting for, and I Wish you knew that I miss you too much to be mad anymore, and I Wish you were right here, right now, it's all good I wish you would I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I You always knew how to push my buttons You give me everything and nothing This mad, mad love makes you come running To stand back where you stood I wish you would, I wish you would (I wish you would, I wish you would) I wish you would, I wish you would (I wish you would, I wish you would) (I wish I, wish I) 2AM, here we are See your face, hear my voice in the dark We're a crooked love in a straight line down Makes you wanna run and hide But it made us turn right back around I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live, and I Wish you were right here, right now, it's all good I wish you would I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live, and I Wish you were right here, right now, it's all good I wish you would I wish we could go back And remember what we were fighting for, and I Wish you knew that I miss you too much to be mad anymore, and I Wish you were right here, right now, it's all good I wish you would (I, I, I, I, I, I wish I, wish I) You always knew how to push my buttons You give me everything and nothing This mad, mad love makes you come running To stand back where you stood I wish you would, I wish you would (I wish you would, I wish you would) I wish you would, I wish you would (I wish you would, I wish you would, I wish you would) (I, I, I, I, I, I wish I, wish I) I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I I wish you would",,,,
40,40,bad blood,1989 (Deluxe),Taylor Swift,2014-01-01,211933,59,0.646,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,0.287,170.216,"'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done 'Cause baby, now we've got bad blood, hey! Now we've got problems And I don't think we can solve 'em You made a really deep cut And baby, now we've got bad blood, hey! Did you have to do this? I was thinking that you could be trusted Did you have to ruin what was shiny? Now it's all rusted Did you have to hit me where I'm weak? Baby, I couldn't breathe And rub it in so deep Salt in the wound like you're laughing right at me Oh, it's so sad to Think about the good times You and I 'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done 'Cause baby, now we've got bad blood, hey! Now we've got problems And I don't think we can solve 'em You made a really deep cut And baby, now we've got bad blood, hey! Did you think we'd be fine? Still got scars in my back from your knives So don't think it's in the past These kinds of wounds they last and they last Now, did you think it all through? All these things will catch up to you And time can heal, but this won't So if you're coming my way Just don't Oh, it's so sad to Think about the good times You and I 'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done 'Cause baby, now we've got bad blood, hey! Now we've got problems And I don't think we can solve 'em You made a really deep cut And baby, now we've got bad blood, hey! Band-aids don't fix bullet holes You say sorry just for show If you live like that, you live with ghosts Band-aids don't fix bullet holes You say sorry just for show If you live like that, you live with ghosts If you love like that, blood runs cold! 'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done 'Cause baby, now we've got bad blood, hey! Now we've got problems And I don't think we can solve 'em (Think we can solve 'em) You made a really deep cut And baby, now we've got bad blood, hey! 'Cause baby, now we've got bad blood You know it used to be mad love So take a look what you've done (Look what you've done) 'Cause baby, now we've got bad blood, hey! Now we've got problems And I don't think we can solve 'em You made a really deep cut And baby, now we've got bad blood, hey!",11.15.14,1.0,06.06.15,25.0
41,41,wildest dreams,1989 (Deluxe),Taylor Swift,2014-01-01,220440,61,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,0.465,139.997,"He said, ""Let's get out of this town Drive out of the city, away from the crowds"" I thought, ""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down He's so tall and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha I said, ""No one has to know what we do"" His hands are in my hair, his clothes are in my room And his voice is a familiar sound Nothin' lasts forever But this is gettin' good now He's so tall and handsome as hell He's so bad, but he does it so well And when we've had our very last kiss My last request is Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha (Ha, ha) Wildest dreams, ah, ha You'll see me in hindsight Tangled up with you all night Burnin' it down Someday, when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burnin' (Burnin') it (It) down (Down) Someday, when you leave me I bet these memories Follow (Follow) you (You) around (Follow you around) Say you'll remember me Standing in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your (Just pretend, just pretend) Wildest dreams, ah, ha (Ah) In your wildest dreams, ah, ha Even if it's just in your In your wildest dreams, ah, ha In your wildest dreams, ah, ha",10.02.21,37.0,10.02.21,1.0
42,42,how you get the girl,1989 (Deluxe),Taylor Swift,2014-01-01,247533,60,0.765,0.00364,0.656,0.00868,0.0918,-6.112,0.0504,0.545,119.997,"Oh, oh, oh Oh, oh, oh Oh-oh, oh-oh Stand there like a ghost Shaking from the rain, rain She'll open up the door and say, ""Are you insane?"" Say it's been a long six months And you were too afraid to tell her what you want, want And that's how it works That's how you get the girl And then, you say I want you for worse or for better I would wait forever and ever Broke your heart, I'll put it back together I would wait forever and ever And that's how it works That's how you get the girl, girl (Oh-oh, oh) And that's how it works That's how you get the girl, girl Remind her how it used to be, be, yeah-yeah With pictures in frames of kisses on cheeks, cheeks Tell her how you must have lost your mind, ooh-ooh When you left her all alone And never told her why, why And that's how it works That's how you lost the girl And now, you say I want you for worse or for better I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together I would wait forever and ever And that's how it works That's how you get the girl, girl (Oh-oh, oh-oh) And that's how it works That's how you get the girl, girl Yeah, yeah And you know Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh That I don't want you to go, oh, oh Remind me how it used to be Pictures in frames of kisses on cheeks And say you want me, yeah-yeah And then you say I want you for worse or for better (Worse or for better) I would wait forever and ever (Ever and ever) Broke your heart, I'll put it back together I want you forever and ever (I would wait forever and ever) And that's how it works That's how you get the girl, girl (This is how it works) And that's how it works That's how you get the girl, girl (Get the girl) (That's how it works) And that's how it works That's how you get the girl, girl (Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh) And that's how it works That's how you get the girl, girl (Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh) And that's how it works That's how you got the girl",,,,
43,43,this love,1989 (Deluxe),Taylor Swift,2014-01-01,250093,60,0.481,0.678,0.435,0.0,0.0928,-8.795,0.0321,0.107,143.95,"Clear blue water High tide came and brought you in And I could go on and on, on and on and I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone In silent screams and wildest dreams I never dreamed of this This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh Oh-oh, oh, oh-oh, oh Tossing, turning Struggled through the night with someone new And I could go on and on, on and on Lantern, burning Flickered in my mind, only you But you were still gone, gone, gone Been losing grip, on sinking ships You showed up just in time This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh This love left a permanent mark This love is glowing in the dark, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) Your kiss, my cheek I watched you leave Your smile, my ghost I fell to my knees When you're young, you just run But you come back to what you need This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh (This love) This love left a permanent mark (This love) This love is glowing in the dark, oh-oh, oh (This love) These hands had to let it go free, and (This love) This love came back to me, oh-oh, oh (This love, this love, this love, this love, oh) (This love, this love, this love, this love, oh) (This love, this love, this love, this love) This love, this love came back to me, oh-oh, oh",05.21.22,50.0,05.21.22,1.0
44,44,i know places,1989 (Deluxe),Taylor Swift,2014-01-01,195706,58,0.602,0.245,0.755,0.0,0.178,-4.991,0.071,0.495,159.965,"I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I (I, I, I, I) You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Something happens when everybody finds out See the vultures circling, dark clouds Love's a fragile little flame, it could burn out It could burn out 'Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places, I know places Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time Just grab my hand and don't ever drop it, my love They are the hunters, we are the foxes, and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They are the hunters, we are the foxes, and we run Just grab my hand and don't ever drop it, my love Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They take their shots, but we're bulletproof (I know places) And you know for me, it's always you (I know places) In the dead of night, your eyes so green (I know places) And I know for you, it's always me (I know places) I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I",,,,
45,45,clean,1989 (Deluxe),Taylor Swift,2014-01-01,271000,63,0.815,0.232,0.377,0.0,0.1,-7.754,0.0346,0.211,103.97,"The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst It was months and months of back and forth (Oh-oh, oh-oh) You're still all over me Like a wine-stained dress I can't wear anymore Hung my head as I lost the war And the sky turned black like a perfect storm Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) There was nothing left to do (Oh-oh, oh-oh) When the butterflies turned to Dust that covered my whole room So I punched a hole in the roof (Oh-oh, oh-oh) Let the flood carry away all my pictures of you The water filled my lungs, I screamed so loud But no one heard a thing Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Said, I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Ten months sober, I must admit Just because you're clean, don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst (Oh) The rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh) Finally clean Think I'm finally clean (Oh, oh) Oh-oh, oh-oh (Oh, oh, oh) Think I'm finally clean",,,,
46,46,wonderland,1989 (Deluxe),Taylor Swift,2014-01-01,245560,65,0.422,0.0493,0.692,2.57e-05,0.177,-5.447,0.0549,0.197,184.014,"Flashing lights and we Took a wrong turn and we Fell down a rabbit hole You held on tight to me 'Cause nothing's as it seems And spinning out of control Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me I should have slept with one eye open at night We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland So we went on our way Too in love to think straight All alone, or so it seemed But there were strangers watching And whispers turned to talking And talking turned to screams, oh Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Didn't you calm my fears with a Cheshire cat smile? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me It's all fun and games 'til somebody loses their mind But darlin' We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) Whoa, in Wonderland I reached for you, but you were gone I knew I had to go back home You searched the world for something else To make you feel like what we had And in the end, in Wonderland We both went mad Oh We found Wonderland You and I got lost in it And we pretended it could last forever Last forever (Eh, eh) We found Wonderland You and I got lost in it (Got lost in it) And life was never worse but never better Never better (Eh, eh) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And we pretended it could last forever (In Wonderland) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And life was never worse but never better In Wonderland",03.07.15,51.0,03.07.15,1.0
47,47,you are in love,1989 (Deluxe),Taylor Swift,2014-01-01,267106,62,0.474,0.707,0.48,0.000108,0.0903,-8.894,0.0622,0.319,170.109,"One look, dark room Meant just for you Time moved too fast, you play it back Buttons on a coat, lighthearted joke No proof, not much, but you saw enough Small talk, he drives Coffee at midnight The light reflects the chain on your neck He says, ""Look up"" And your shoulders brush No proof, one touch, but you felt enough You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love Morning, his place Burnt toast, Sunday You keep his shirt, he keeps his word And for once, you let go Of your fears and your ghosts One step, not much, but it said enough You kiss on sidewalks You fight and you talk One night, he wakes Strange look on his face Pauses, then says ""You're my best friend"" And you knew what it was, he is in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love And so it goes You two are dancing in a snow globe, 'round and 'round And he keeps a picture of you in his office downtown And you understand now Why they lost their minds and fought the wars And why I've spent my whole life trying to put it into words 'Cause you can hear it in the silence You can feel it on the way home You can see it with the lights out You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love",03.14.15,83.0,03.14.15,1.0
48,48,new romantics,1989 (Deluxe),Taylor Swift,2014-01-01,230466,66,0.633,0.00463,0.889,0.000458,0.0658,-5.87,0.0715,0.584,121.956,"We're all bored, we're all so tired of everything We wait for trains that just aren't coming We show off our different scarlet letters Trust me, mine is better We're so young, but we're on the road to ruin We play dumb, but we know exactly what we're doing We cry tears of mascara in the bathroom Honey, life is just a classroom (Ah, ah, ah, ah, ah, ah) 'Cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing to get knocked off our feet Baby, we're the new romantics The best people in life are free We're all here, the lights and noise are blinding We hang back, it's all in the timing It's poker He can't see it in my face But I'm about to play my Ace (Ahh) We need love, but all we want is danger We team up, then switch sides like a record changer The rumors are terrible and cruel But honey, most of them are true (Ah, ah, ah, ah, ah, ah) Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified 'Cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing (Yeah) to get knocked off our feet Baby, we're the new romantics The best people in life are free (Oh, oh, oh-oh, oh) Oh-oh (Oh, oh, oh-oh, oh) So, come on, come along with me (Oh, oh, oh-oh, oh) The best people in life are free (Oh, oh, oh-oh, oh) Please take my hand and Please take me dancing, and Please leave me stranded It's so romantic (it's so romantic) (Ah, ah, ah, ah, ah, ah) Oh, 'cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle, oh-oh But every night with us is like a dream 'Cause baby, I could build a castle (castle) Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing to get knocked off our feet Baby, we're the new romantics The best people in life are free",03.21.15,46.0,04.30.16,8.0
49,49,...ready for it?,reputation,Taylor Swift,2017-11-10,208186,74,0.613,0.0527,0.764,0.0,0.197,-6.509,0.136,0.417,160.015,"Knew he was a killer first time that I saw him Wondered how many girls he had loved and left haunted But if he's a ghost, then I can be a phantom Holdin' him for ransom, some Some boys are tryin' too hard, he don't try at all though Younger than my exes, but he act like such a man, so I see nothing better, I keep him forever Like a vendetta-ta I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you, so I take my time Are you ready for it? Knew I was a robber first time that he saw me Stealing hearts and running off and never sayin' sorry But if I'm a thief, then he can join the heist, and We'll move to an island, and And he can be my jailer, Burton to this Taylor Every love I've known in comparison is a failure I forget their names now, I'm so very tame now Never be the same now, now Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know (No one has to know) In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night in my dreams I know I'm gonna be with you, so I take my time Are you ready for it? Oh, are you ready for it? Baby, let the games begin Let the games begin Let the games begin Baby, let the games begin Let the games begin Let the games begin I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know In the middle of the night (Night), in my dreams (My dreams) You should see the things we do (We do), baby (Baby), hmm (Eh) In the middle of the night, in my dreams (My dreams) I know I'm gonna be with you (I know I'm gonna be with you) So I take my time In the middle of the night Baby, let the games begin Let the games begin Let the games begin Are you ready for it? Baby, let the games begin Let the games begin Let the games begin Are you ready for it?",09.23.17,4.0,09.23.17,20.0
50,50,end game,reputation,Taylor Swift,2017-11-10,244826,72,0.649,0.00845,0.589,0.0,0.108,-6.237,0.0558,0.151,159.073,"I wanna be your end game I wanna be your first string I wanna be your A-Team (Whoa, whoa, whoa) I wanna be your end game, end game Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies (Yeah) Big reputation, big reputation Ooh, you and me would be a big conversation, ah (Git, git) And I heard about you, ooh (Yeah) You like the bad ones, too You so dope, don't overdose, I’m so stoked, I need a toast We do the most, I'm in the Ghost like I'm whippin’ a boat I got a reputation, girl that don't precede me (Yeah) I'm one call away whenever you need me (Yeah) I'm in a G5 (Yeah), come to the A-Side (Yeah) I got a bad boy persona, that's what they like (What they like) You love it, I love it too 'cause you my type (You my type) You hold me down and I protect you with my life I don't wanna touch you, I don't wanna be Just another ex-love you don’t wanna see I don’t wanna miss you (I don't wanna miss you) Like the other girls do I don’t wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say (I know what they all say) But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game Knew her when I was young, reconnected when we were little bit older Both sprung, I got issues and chips on both of my shoulders Reputation precedes me, in rumors, I'm knee-deep The truth is, it's easier to ignore it, believe me Even when we’d argue, we'd not do it for long And you understand the good and bad end up in the song For all your beautiful traits, and the way you do it with ease For all my flaws, paranoia, and insecurities I've made mistakes and made some choices, that's hard to deny After the storm, something was born on the 4th of July I've passed days without fun, this end game is the one With four words on the tip of my tongue, I'll never say it I don't wanna touch you, I don't wanna be Just another ex-love you don't wanna see I don't wanna miss you (I don't wanna miss you) Like the other girls do I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say, yeah But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (Wanna be your first string) I wanna be your A-Team (A-Team) I wanna be your end game, end game Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies Hey, big reputation, big reputation Ooh, you and me would be a big conversation, ah And I heard about you, ooh You like the bad ones, too I hit you like bang, we tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your hand prints on my soul It's like your eyes are liquor, it's like your body is gold You've been calling my bluff on all my usual tricks So here's the truth from my red lips I wanna be your end game (End game) I wanna be your first string (Me and you, first string) I wanna be your A-Team (Be your A-Team now, A-Team) I wanna be your end game, end game I wanna be your end game (Oh, I do) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game",12.09.17,18.0,01.27.18,14.0
51,51,i did something bad,reputation,Taylor Swift,2017-11-10,238253,74,0.696,0.0679,0.602,2.11e-05,0.0696,-6.156,0.159,0.305,82.989,"I never trust a narcissist, but they love me So I play 'em like a violin And I make it look oh-so-easy 'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about is me I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit, 'cause he had it coming They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next This is how the world works You gotta leave before you get left I can feel the flames on my skin He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin' They say I did something bad (Oh) Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da (It just felt so good) Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one So light me up (Light me up), light me up (Light me up) Light me up, go ahead and light me up (Light me up) Light me up (Light me up), light me up (Light me up) Light me up (Light me up), light me up They say I did something bad (Oh) Then why's it feel so good? (So good) They say I did something bad But why's it feel so (Good) good? Most fun I ever had (Most fun I ever had) And I'd do it over and over and over again if I could It just felt so good (Good), good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good",,,,
52,52,don’t blame me,reputation,Taylor Swift,2017-11-10,236413,75,0.615,0.106,0.534,1.76e-05,0.0607,-6.719,0.0386,0.193,135.917,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life I've been breakin' hearts a long time And toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shakin', pacin', I just need you For you, I would cross the line I would waste my time I would lose my mind They say, ""She's gone too far this time"" Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life My name is whatever you decide And I'm just gonna call you mine I'm insane, but I'm your baby (Your baby) Echoes of your name inside my mind Halo hiding my obsession I once was poison ivy, but now I'm your daisy And baby, for you, I would fall from grace Just to touch your face If you walk away, I'd beg you on my knees to stay Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life I get so high, oh! Every time you're, every time you're lovin' me You're lovin' me Trip of my life, oh! Every time you're, every time you're touchin' me You're touchin' me Every time you're, every time you're lovin' me Oh, Lord, save me My drug is my baby I'll be usin' for the rest of my life (Usin' for the rest of my life, oh-whoah-oh-oh) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh-oh Don't blame me, love made me crazy (Oh-oh-oh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin') I get so high, oh! Every time you're, every time you're lovin' me You're lovin' me Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life",,,,
53,53,delicate,reputation,Taylor Swift,2017-11-10,232253,78,0.75,0.216,0.404,0.000357,0.0911,-10.178,0.0682,0.0499,95.045,"This ain't for the best My reputation's never been worse, so You must like me for me... We can't make Any promises now, can we, babe? But you can make me a drink Dive bar on the East Side, where you at? Phone lights up my nightstand in the black Come here, you can meet me in the back Dark jeans and your Nikes, look at you Oh damn, never seen that color blue Just think of the fun things we could do ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me... (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it... delicate? Third floor on the West Side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do? Long night, with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey, I don't wanna share ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me… (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate? Sometimes I wonder when you sleep Are you ever dreaming of me? Sometimes when I look into your eyes I pretend you're mine, all the damn time 'Cause I like you Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) (Yeah, I want you) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate (Delicate) ('Cause I like you) Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it chill that you're in my head? Isn't it? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? (Yeah, I want you) Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it too soon to do this yet? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate Isn't it delicate?",03.24.18,12.0,07.28.18,35.0
